corpus_id,score,decile,date,source,article,is-thematically-relevant,has-event,has-named-location,has-space-type,event-mentioned,location-mentioned,space-mentioned,notes
597194,0.642320454,9,1849-12-01,star,"We deny, point blank, that the present rulers of England are animated by a sincere desire to reform existing evils. We deny that in the work of real reform they encounter, would or could encounter, opposition from the people, described as “misled,” and unnated by a “blind feeling.” We assert that, on the contrary, public opinion is ever immeasurably in advance of the Government. We should like to see a list of the reforms which have been proposed by the Government, and rejected by the “blind feeling” of a “misled” people. They would, indeed, be the curiosities of statesmanship, and we fancy would be found to be about as substantial as the dagger which Macbeth saw. If we are reminded that, in the matter of Education, the Sectarians overwhelmed the Government, we answer that the sectarians triumphed, because the Government did not propose a veritable measure of reform, which, had such been pro- posed, would have rallied public opinion to the side of the Government. Shall we be reminded of Maynooth? We answer, that ""Puritan Zeal"" was very properly supported by Public Opinion—adverse to all endowments of the Priesthood. Public Opinion desires no State Church—and, therefore, 'consistently' opposes the addition of another State Church Establishment. On the other hand, Public Opinion is at this moment demanding Parlia- mentary Reform, Financial Reform, and a host of other reforming measures, political and social. Will the Government—happy to find social.",TRUE,FALSE,FALSE,FALSE,,,,
45105,0.574590743,9,1846-05-02,star,"This is intended for a School and Family Dictionary, to be published in weekly penny numbers. The Editor hopes that it will be considered ""a Useful Educational Book for the Rising Generation."" It has one great fault—it is not a pronouncing dictionary. The proper pronunciation of each word is, we submit, a matter of primary importance in any dictionary intended for the instruction of youth.  A LETTER ON NATIONAL EDUCATION, ADDRESSED TO THE LEGISLATORS OF ENGLAND. London: B. D. Cousins, 18, Duke-street, Lincoln's Inn-fields.  This ""letter"" is the production of a lady moved by the kindliest sympathies and most liberal ideas to advocate the cause of the neglected millions. The writer's views are good, but too briefly expressed: at least six times the quantity of matter contained in this pamphlet would have been necessary to do justice to the subjects treated of, and indeed such a quantity of matter should have been given for the price marked on the title-page. We wish ""Emiline"" all due encouragement to pursue her arduous and generous labours.  THE PEOPLE. Translated from the French of M. Michelet, Professor of History in the College of France, by Dr. P. M. McDouall. London: A. Dyson, Paul's Alley, Paternoster Row.  Dallas, the four York, it was the was the was the was the was the was the was the was the was the was the was the was the was the was the was the was the was the was the was the was the was the was the was the was the was the was the was the was the was the was the was the was the was the was the was the was the was the was the was the was the was the was the was the was the was the was the was the was the was the was the was",FALSE,FALSE,FALSE,FALSE,,,,
275901,0.612966418,9,1838-05-26,star,"of the ratepayers out of their acknowledged and indisputable rights.  The Clerk had written the explanation of the resolution of the baker's dozen at home, three lines, according to his own testimony, he wrote in the room, after the baker's dozen had adjourned, and the remainder he wrote in a neighbouring shopkeeper's house, where it was signed by George Woolley, as chairman of the meeting. And what is still more flagitious, Wilde, the Assistant Overseer, made himself a tool in the hands of that miserable faction—the very man who is eating the people's bread. We hope the people will look after this fellow, and send him to the right about the first opportunity.  The people, however, were resolved not to be treated in this manner. They went to the place of meeting; appointed a chairman, and, upon the motion of Mr. Stephens a deputation was appointed to summon the Overseers and Clerk to attend with the town's books. Mr. Stephens and Mr. Durham, both members of the Select Vestry, were then deputed, and in a short time returned, accompanied by the Overseers and Clerk. Mr. Stephens, to the infinite amusement of the people, examined and cross-examined the Clerk as to the manner in which the resolution had been passed, and entered upon the minute book. The examination had the effect upon the Clerk of a powerful sedative, for his perspiration was greatly promoted thereby. The Clerk admitted that the business was over when he came to the room, at five minutes past ten, so that he had no opportunity of having commenced precisely at ten. He was ludicrous to witness the Clerk's dozen of excuses, and the manner in which he scrambled about in all directions, like some many rats from under a corn stack, when the other rate",FALSE,FALSE,FALSE,FALSE,,,,
1071889,0.647179425,9,1853-12-10,leader,"Oliver Cromwell's Letters and Speeches. With Elections and Connecting Narrative. With a Portrait of Cromwell. Third Edition, with Numerous Additions and Corrections. In Four Volumes. Post 8vo, £2 2s.  The French Revolution: a History. Vol. I. The Bastille. Vol. II. The Constitution: Vol. III. The Guillotine. Third Edition. Three Volumes. Post 8vo, £1 11s. 6d.  Critical and Miscellaneous Essays. Third Edition. Four Volumes. Post 8vo, 42s. 6d.  The Life of John Sterling. Second Edition. Post 8vo, 10s. 6d.  Letter-Day Pamphlets, Containing—  No. 1. The Present Time. 2. Model Prisons. 3. Downing-street. 4. The New Downing-street. No. 6. Stump Orator. 6. Parliamenta. 7. Hudson's Statue. 8. Jesuitism.  Past and Present. Second Edition. Post 8vo, 30s. 6d.  Translation of Goethe's ""Wilhelm Meister;"" containing Meister's Appreciation and Meister's Travels. Second Edition, Revised. Three Volumes. Small 8vo, 18s.  Lectures on Heroes and Hero-Worship. Fourth Edition. Small 8vo, 9s.  The Life of Schiller. Comprehending an Examination of his Works. New Edition, with a Portrait. Small 8vo, 8s. 6d.  Sartor Resartus; or, the Life and Opinions of Herr Teufelsdröckh. Third Edition. Post 8vo, 10s. 6d.  Chartism. Second Edition. Crown 8vo, 6s.  LONDON: CHAPMAN AND HALL, 18N, PICCADILLY.",FALSE,FALSE,FALSE,FALSE,,,,
535182,0.645913601,9,1843-12-09,star,"POLITICAL AND SCIENTIFIC INSTITUTION, TURNAGAIN LANE.—On Sunday, Dec. 3rd, the adjourned discussion on the question, “Would a Repeal of the CornLaws benefit the working classes,” took place. Mr. Bird in the chair. Mr. Ruthbone opened the question on the negative side, followed by Messrs. Sparkhall and Main on the same side, and Mr. Dalrymple and another on the affirmative side of the question. It was adjourned to Sunday next. Mr. Cooper lectured in the evening on “the poetry of Burns,” to a good audience, and gave universal satisfaction.",TRUE,TRUE,TRUE,TRUE,discussion,"Political and Scientific Institution, Turnagain Lane",institution,
511319,0.578045249,9,1841-08-28,star,"These are facts which scores can bear testimony to; and how Mr. O'Connell could state such gross and glaring falsehoods I know not, except for the purpose of keeping up the delusion which he has so long practised on his poor and unfortunate countrymen. All the sensible and honest portion of the Chartists here despised both parties; nor did they lead themselves—as some of the Catholics did—to the support of a faction who had imprisoned some of their best friends for no crime at all, but merely for advocating those principles which alone will secure good and honest government, both to England and Ireland. Mr. O'Connell wishes to make it appear that the Chartists killed a man in an attack which they made on the Liberal candidates. Nothing could be more untrue than this statement; for the facts are as follows; and I appeal to any man, of whatever party, to contradict what I am about to state.  and how Mr. O'Connell could state such gross and glaring falsehoods I know not, except for the purpose of keeping up the delusion which he has so long practised on his poor and unfortunate countrymen. All the sensible and honest portion of the Chartists here despised both parties; nor did they lead themselves—as some of the Catholics did—to the support of a faction who had imprisoned some of their best friends for no crime at all, but merely for advocating those principles which alone will secure good and honest government, both to England and Ireland. Mr. O'Connell wishes to make it appear that the Chartists killed a man in an attack which they made on the Liberal candidates. Nothing could be more untrue than this statement; for the facts are as follows; and I appeal to any man, of whatever party, to contradict what I am about to state.",TRUE,FALSE,FALSE,FALSE,,,,
103337,0.594390452,9,1848-04-22,star,"'TOWER HAMLETS.—A special meeting of the Co-operative Society will be held on Wednesday, April 26, at the Whittington and Cat, Norwich.—A branch of the National Charter Association, will be opened at the Colonel Hutchinson, Castle-terrace, on Sunday evening, at seven o'clock",TRUE,TRUE,TRUE,TRUE,special meeting,"The Whittington and Cat, Norwich",pub,
667938,0.633448422,9,1841-02-06,star,"By degrees the Members, the Honourable and Learned Members, flocked in. The Ministerial benches (which are to the right of the Speaker) boasted of about six occupants, who talked and laughed with great noise and glee, as if pleased and surprised to find themselves still in so happy a situation. At length the benches on both sides of the House were filled, particularly the Conservative side, which mustered very strong. Among the Ministerial party might be seen the big and burly ""Dan O'Connell,"" with his broad brimmed hat, and long frock coat. He assumed a jovial look, but seemed to be writhing under his recent defeat in the ""Fox and Goose Club."" As usual, whenever he opens his mouth, he was called to order by the Speaker, and laughed at by the Members. Here was little Lord John, like a bantam-cock, swelling out his throat, and standing on tiptoes, in order to be heard and seen. Facing him was Sir Robert Peel, looking great things but doing little. Around these, Sir, were unfledged boys, fit for school; old men, fit for bed; and the like. As for the debate, the opener spoke so low no one could hear him; the seconder read his speech; others shouted or whispered; the Members not speaking to the Speaker, spoke among themselves to lendly as to drown almost every sound. In the course of two hours after the debate had begun, some dozen of the Representatives of Great Britain might be seen fast asleep, and stretched at full length, on the benches in the gallery, in positions neither elegant nor becoming. I left the place, Sir, with a resolution not to ever enter it again in its present state.  Believe me, Yours, faithfully, AN OBSERVER OF MEN AND MANNERS.",FALSE,FALSE,FALSE,FALSE,,,,
854166,0.627821684,9,1850-06-08,star,"HOUSE OF LORDS.—The Bill for the Abolition of Sunday Fairs was read a second time, on the motion of the Earl of Carlisle.  Lord LUCAN moved the second reading of the DISTRESS FOR RENT (IRELAND) Bill. The motion was agreed to, and the bill read a second time.  SUNDAY TRADING PREVENTION BILL.—The Earl of HARROWBY moved that the house should go into committee on this bill",FALSE,FALSE,FALSE,FALSE,,,,
254925,0.57733357,9,1847-07-17,star,"A Mr West, a Quaker and manufacturer, who was on the platform, and who appeared to take great interest in the proceedings, requested to be allowed to make an observation, and was loudly cheered: he said that he knew a cottager who sold the produce of nineteen Cheshire rods, that was just forty statute rods, or a quarter of an acre, for £17 12s. (loud cheers)—they were potatoes, and he would have a second crop on the same ground; and he had now on the platform one pound six ounces of potatoes dug from one stalk, off land that was waste last year, (cheers,) and believed much more might be done.  After the speeches, Mr O'Connor entered into an argumentative conversation for a length of time, which appeared to give unbounded satisfaction: when",FALSE,FALSE,FALSE,FALSE,,,,
303151,0.554696023,8,1842-06-25,star,"Gentlemen, England has been set mad in the days of her prosperity, when her infant inventions gave her an exclusive command of the markets of the whole globe. England was the first among nations to possess herself of the powers of artificial production; and she had simultaneously the advantage, if advantage it can be called, of throwing the hands of other nations from pursuits of industry to the use and management of arms. During our long protracted war, England, under convoy of her navy, became the queen of smugglers; while, at the same time, with the people's money she paid soldiers abroad for fighting her battles. Then you commanded the markets of the world, and, as a matter of course, the immense profits of the manufacturers, and the demand for labour enabled them to give high wages. Then England cheated all foreigners, while she was robbing her own people by mortgaging them and future generations for the payment of the war-tax. But when peace was proclaimed, and our foreign soldiers were not longer required in the battle-field, then was the ""sword turned into a plough share,"" and disbanded armies were devoted to the pursuits of industry; and, as a matter of course, other nations sought to make themselves independent, and betook themselves to manufacturers; and in process of improvement they discovered that England had not only been the queen of smugglers, but that she had also been the cheat of cheats.",,,,,,,,
1091085,0.516259909,8,1851-09-27,leader,"The valuable movement on the Maidstone Gazette has been repulsed. The Daily News, determined to try whether a",,,,,,,,
748832,0.539229989,8,1848-11-18,star,"On Tuesday, November 7th, the trial of the Edinburgh Chartists commenced before the High Court of Justiciary, in Edinburgh. The Judges on the bench were the Lord Justice Clerk, Lord Medwyn, and Lord MacKenzie. The court was crowded to excess, and the greatest interest was manifested in the proceedings.",,,,,,,,
732711,0.546895146,8,1841-04-24,star,"Mr. WAKLEY said, the park in reality belonged to the people, and yet the people were completely excluded from it. The enclosures had been originally intended for the public good, and were proposed as more temporary arrangements, to continue only till the interior could be fitted for general reception. He hoped that this space would be put on the same footing as Hyde-park, and that the subject would not be suffered to drop.  Mr. EWART declared he had no wish to disturb private rights. All he sought was the opening of the two hundred acres indicated by Lord Teignmouth.  Mr. STANLEY said he was not authorised to promise a specific space; but he assured the House there would every disposition to accommodate the public, and hoped Mr. Ewart would wait till he saw what would be done by Government. On this assurance, Mr. Ewart consented to withdraw his motion.  Sir ROBERT PEEL suggested that Government would do well to print a plan, from which the public might be able to distinguish what parts of the enclosure it was intended to open.  On the motion for the second reading of the Arms (Ireland) Bill, Mr. HUME intimated his opinion that Ireland was now sufficiently tranquil to render such measures no longer needful.  Lord MORPETH answered, that there was still an amount and description of outrages in Ireland which forbade him to incur the responsibility of desisting from this kind of legislation.",,,,,,,,
582055,0.550030947,8,1851-11-22,star,"in Staffordshire, a Quaker firm, named Whigham and Son, plaid manufacturers, of Nicholson-street, Edinburgh, Messrs. Fry and Co., poplin-manufacturers, Westmoreland-street, Dublin, Messrs. Ketroyd and Co., Halifax, Yorkshire, Messrs. John Hadwen and Sons, silk spinners, Messrs. Reynolds and Co., Irish poplin warehouse, Grafton-street, Dublin, Messrs. Bannerman and Sons, Dacian fabric-makers, Manchester, and others of the same description, all bearing reference to the respective goods in which the several firms deal, and most of them expressive of readiness to execute any orders that the prisoners might favour them with. To show the prisoner Walker's anxiety to conceal the extent of his transactions, he might mention that he had transmitted directions to the Postoffice since his apprehension not to forward any more letters to his residence in the Loughboroughroad, Brixton, and appointing another place for that purpose; but in this he would be disappointed, as effectual measures had been taken to prevent his wishes being complied with. He should now complete the first charge against the whole of them, preferred by Mr. Watkins, a draper in Nortonfolgate, in which the prisoners were jointly implicated in obtaining goods to a considerable amount, and should then proceed with a distinct and separate charge of forgery against the prisoner Walker. From the extensive and complicated nature of their transactions he should not be able to proceed further upon this occasion, but at the next examination he should be prepared with numerous other charges of a like nature against them. After a good deal of evidence in support of the first case above referred to, the particulars of which have already shortly appeared in this paper, and the depositions of the witnesses in which were completed by Mr. Durstone, the second clerk, the following",,,,,,,,
761820,0.533169031,8,1849-08-18,star,"VOL. XXXVII.  LONDON, SATURDAY, AUGUST 15, 1846.  THE LAND CONSOLIDATION.  TO PARLIAMENT HOUSE, Aug. 14.  THE LAND CONSOLIDATION BILL.  THE LAND CONSOLIDATION BILL.  THE LAND CONSOLIDATION BILL.  THE LAND CONSOLIDATION BILL.  THE LAND CONSOLIDATION BILL.  THE LAND CONSOLIDATION BILL.  THE LAND CONSOLIDATION BILL.  THE LAND CONSOLIDATION BILL.  THE LAND CONSOLIDATION BILL.  THE LAND CONSOLIDATION BILL.  THE LAND CONSOLIDATION BILL.  THE LAND CONSOLIDATION BILL.  THE LAND CONSOLIDATION BILL.  THE LAND CONSOLIDATION BILL.  THE LAND CONSOLIDATION BILL.  THE LAND CONSOLIDATION BILL.  THE LAND CONSOLIDATION BILL.  THE LAND CONSOLIDATION BILL.  THE LAND CONSOLIDATION BILL.  THE LAND CONSOLIDATION BILL.  THE LAND CONSOLIDATION BILL.  THE LAND CONSOLIDATION BILL.  THE LAND CONSOLIDATION BILL.  THE LAND CONSOLIDATION BILL.  THE LAND CONSOLIDATION BILL.  THE LAND CONSOLIDATION BILL.  THE LAND CONSOLIDATION BILL.  THE LAND CONSOLIDATION BILL.  THE LAND CONSOLIDATION BILL.  THE LAND CONSOLIDATION BILL.  THE LAND CONSOLIDATION BILL.",,,,,,,,
259065,0.530167222,8,1842-11-12,star,"""From the conduct of the Birmingham Authorities, it is quite clear that they are determined to keep me here until the Assizes. From the time of my arrest to the present moment they have acted basely towards me. At the conclusion of my examination I applied for bail, which was granted, the Mayor informing me that he should require two sureties in one hundred pounds each, which, he said, would do for all the three indictments. I had then two respectable freeholders in court, who were well known to be worth ten times the amount, waiting for the purpose of offering themselves as my sureties, and informed the magistrates that I was then prepared; upon which they said they must have fortyeight hours notice, although the two persons were as well known as any in the town.  ""In ten minutes after, I was hurried off to this place, at a distance of twenty-one miles from Birmingham, and for some reasons, best known to the magistrates, the men who came unsoficited to tender bail for me, afterwards declined. The next time that my friends applied they were told that four sureties, in £100 each, would be required, and the Governor of this prison afterwards informed me, that from the manners in which the commitments were signed, he should require six sureties in one hundred pounds each, and that the Mayor must have known it from the first, he being the person that signed two of them. They have since then refused about fourteen shopkeepers and tradesmen, who are worth a vast deal more than the amount required; and I am informed that the policeman who was sent to inquire into the qualification of some of those who gave their names as willing to become sureties, threatened and bullied them about being Chartists.""",,,,,,,,
377446,0.540637732,8,1841-09-04,star,"Take, we beseech you, these matters into your immediate and serious consideration. Think wisely, and decide justly.  JOHN WATSON, Edinburgh. WILLIAM TAYLOR, Dalkeith. WILLIAM DANIELLS, Lasswade. JAMES SCOUGALL, Pathhead. STEWART M'LAREN, Leith. DAVID POTTER, Chairman. HENRY HANKIN, Secretary.",,,,,,,,
699274,0.54393208,8,1843-09-30,star,"MR. STRECK brought forward a report from the committee, appointed to consider the propriety of appropriating a certain sum out of the funds of the association, for the encouragement of nationality in the different branches of fine arts in Ireland. The report recommended that encouragement should be given to designs in painting, sculpture, and architecture, and suggested amongst others, the Death of Sarsfield; Unfurling the Volunteers' Flag, in 1782; Mr. O'Connell being proposed at the Clare Election; Mr. O'Connell at Mallow.  MR. RAY suggested that the Corporation, as it appeared during the Repeal discussion, should be added.  Agreed to.  MR. RAY handed in one shilling from an Orangeman [cheers].  MR. O'KELY then read a voluminous report from the committee appointed to investigate charges of extermination of tenancy, that had been preferred against MR. SMITH, law-agent to the Corporation of Dublin, and member of the Repeal Association. The charges, which were contained in letters from a Roman Catholic clergyman, and which appeared from time to time in the Freeman's Journal, were, that he had, while agent on the town lands of Paristown and Barvintown, in the county of Westmeath, exterminated eighteen families. The report did nothing but lay the evidence before the public, and, although the committee declined offering any opinion on that evidence, the general feeling was that some of the charges had been substantiated.",,,,,,,,
